Year,Format,Country,From,Score_type,Score,N_score
2016,Final,Bulgaria,France,Combined,5,1.0
2016,Final,Bulgaria,Ireland,Combined,5,12.0
2016,Final,Bulgaria,Norway,Combined,5,12.0
2016,Final,Bulgaria,Belarus,Combined,4,12.0
2016,Final,Bulgaria,Germany,Combined,4,10.0
2016,Final,Bulgaria,Hungary,Combined,4,10.0
2016,Final,Bulgaria,Sweden,Combined,4,10.0
2016,Final,Bulgaria,Finland,Combined,4,10.0
2016,Final,Bulgaria,Georgia,Combined,3,8.0
2016,Final,Bulgaria,San Marino,Combined,3,8.0
2016,Final,Bulgaria,Poland,Combined,3,8.0
2016,Final,Bulgaria,Slovenia,Combined,2,8.0
2016,Final,Bulgaria,Bosnia & Herzegovina,Combined,2,7.0
2016,Final,Bulgaria,Moldova,Combined,2,6.0
2016,Final,Bulgaria,Ukraine,Combined,2,4.0
2016,Final,Bulgaria,Croatia,Combined,1,4.0
2016,Final,Bulgaria,Netherlands,Combined,1,4.0
2016,Final,Bulgaria,Latvia,Combined,1,4.0
2016,Final,Sweden,Iceland,Combined,12,2.0
2016,Final,Sweden,Denmark,Combined,12,1.0
2016,Final,Sweden,Estonia,Combined,10,12.0
2016,Final,Sweden,Poland,Combined,10,12.0
2016,Final,Sweden,Finland,Combined,10,12.0
2016,Final,Sweden,Germany,Combined,8,12.0
2016,Final,Sweden,Croatia,Combined,7,10.0
2016,Final,Sweden,Hungary,Combined,7,10.0
2016,Final,Sweden,Latvia,Combined,7,10.0
2016,Final,Sweden,Austria,Combined,7,10.0
2016,Final,Sweden,Lithuania,Combined,7,10.0
2016,Final,Sweden,Norway,Combined,7,8.0
2016,Final,Sweden,Slovenia,Combined,5,8.0
2016,Final,Sweden,San Marino,Combined,4,8.0
2016,Final,Sweden,Bulgaria,Combined,3,7.0
2016,Final,Sweden,Albania,Combined,3,7.0
2016,Final,Sweden,Belarus,Combined,2,6.0
2016,Final,Sweden,Czech Republic,Combined,2,5.0
2016,Final,Sweden,Armenia,Combined,2,4.0
2016,Final,Sweden,Russia,Combined,2,2.0
2016,Final,Sweden,Netherlands,Combined,2,2.0
2016,Final,Sweden,France,Combined,2,10.0
2016,Final,Sweden,Ireland,Combined,2,10.0
2016,Final,Sweden,Spain,Combined,1,8.0
2016,Final,Sweden,United Kingdom,Combined,1,8.0
2016,Final,Sweden,Serbia,Combined,1,7.0
2016,Final,Sweden,Belgium,Combined,1,7.0
2016,Final,Sweden,Cyprus,Combined,1,7.0
2016,Final,Sweden,Ukraine,Combined,1,7.0
2016,Final,Germany,Switzerland,Combined,8,6.0
2016,Final,Germany,Austria,Combined,2,6.0
2016,Final,France,Israel,Combined,12,6.0
2016,Final,France,Spain,Combined,10,6.0
2016,Final,France,Belgium,Combined,8,5.0
2016,Final,France,Armenia,Combined,7,4.0
2016,Final,France,Australia,Combined,7,3.0
2016,Final,France,Cyprus,Combined,6,1.0
2016,Final,France,Moldova,Combined,6,1.0
2016,Final,France,Italy,Combined,5,1.0
2016,Final,France,Iceland,Combined,5,12.0
2016,Final,France,Netherlands,Combined,4,10.0
2016,Final,France,Azerbaijan,Combined,4,8.0
2016,Final,France,Greece,Combined,4,8.0
2016,Final,France,Bosnia & Herzegovina,Combined,4,6.0
2016,Final,France,Switzerland,Combined,3,6.0
2016,Final,France,Lithuania,Combined,3,5.0
2016,Final,France,Sweden,Combined,3,5.0
2016,Final,France,Russia,Combined,3,4.0
2016,Final,France,Finland,Combined,3,4.0
2016,Final,France,Croatia,Combined,2,4.0
2016,Final,France,Estonia,Combined,2,3.0
2016,Final,France,Malta,Combined,2,3.0
2016,Final,France,Denmark,Combined,2,3.0
2016,Final,France,Hungary,Combined,1,2.0
2016,Final,France,Norway,Combined,1,1.0
2016,Final,France,Montenegro,Combined,1,1.0
2016,Final,France,Austria,Combined,1,1.0
2016,Final,Poland,Austria,Combined,12,1.0
2016,Final,Poland,Belgium,Combined,12,8.0
2016,Final,Poland,Ireland,Combined,10,8.0
2016,Final,Poland,Sweden,Combined,10,7.0
2016,Final,Poland,Iceland,Combined,10,7.0
2016,Final,Poland,United Kingdom,Combined,10,3.0
2016,Final,Poland,Norway,Combined,10,3.0
2016,Final,Poland,Germany,Combined,10,2.0
2016,Final,Poland,Italy,Combined,10,2.0
2016,Final,Poland,Netherlands,Combined,10,2.0
2016,Final,Poland,Ukraine,Combined,8,1.0
2016,Final,Poland,Hungary,Combined,8,12.0
2016,Final,Poland,San Marino,Combined,7,12.0
2016,Final,Poland,Czech Republic,Combined,7,12.0
2016,Final,Poland,France,Combined,7,12.0
2016,Final,Poland,Lithuania,Combined,6,10.0
2016,Final,Poland,Belarus,Combined,6,8.0
2016,Final,Poland,Bulgaria,Combined,6,8.0
2016,Final,Poland,Latvia,Combined,5,8.0
2016,Final,Poland,Russia,Combined,5,7.0
2016,Final,Poland,Spain,Combined,5,7.0
2016,Final,Poland,Denmark,Combined,5,6.0
2016,Final,Poland,Finland,Combined,5,6.0
2016,Final,Poland,Albania,Combined,5,5.0
2016,Final,Poland,Switzerland,Combined,5,5.0
2016,Final,Poland,Israel,Combined,4,4.0
2016,Final,Poland,Slovenia,Combined,4,4.0
2016,Final,Poland,Croatia,Combined,4,4.0
2016,Final,Poland,Georgia,Combined,4,4.0
2016,Final,Poland,Greece,Combined,3,3.0
2016,Final,Poland,Azerbaijan,Combined,3,3.0
2016,Final,Poland,North Macedonia,Combined,2,3.0
2016,Final,Poland,Cyprus,Combined,2,3.0
2016,Final,Poland,Estonia,Combined,1,1.0
2016,Final,Poland,Armenia,Combined,1,1.0
2016,Final,Australia,Sweden,Combined,12,1.0
2016,Final,Australia,Malta,Combined,12,1.0
2016,Final,Australia,Albania,Combined,12,8.0
2016,Final,Australia,Denmark,Combined,10,6.0
2016,Final,Australia,Iceland,Combined,8,5.0
2016,Final,Australia,Norway,Combined,8,3.0
2016,Final,Australia,Poland,Combined,7,2.0
2016,Final,Australia,Finland,Combined,7,12.0
2016,Final,Australia,Ireland,Combined,6,10.0
2016,Final,Australia,Latvia,Combined,6,10.0
2016,Final,Australia,United Kingdom,Combined,6,10.0
2016,Final,Australia,Serbia,Combined,6,10.0
2016,Final,Australia,Bulgaria,Combined,5,10.0
2016,Final,Australia,Netherlands,Combined,5,6.0
2016,Final,Australia,Moldova,Combined,5,6.0
2016,Final,Australia,Israel,Combined,5,6.0
2016,Final,Australia,Lithuania,Combined,5,5.0
2016,Final,Australia,Greece,Combined,5,5.0
2016,Final,Australia,San Marino,Combined,5,5.0
2016,Final,Australia,Germany,Combined,5,4.0
2016,Final,Australia,Croatia,Combined,5,4.0
2016,Final,Australia,Cyprus,Combined,5,4.0
2016,Final,Australia,Spain,Combined,4,3.0
2016,Final,Australia,Russia,Combined,4,3.0
2016,Final,Australia,Ukraine,Combined,4,3.0
2016,Final,Australia,Belgium,Combined,4,3.0
2016,Final,Australia,Estonia,Combined,4,2.0
2016,Final,Australia,Hungary,Combined,3,2.0
2016,Final,Australia,Slovenia,Combined,3,1.0
2016,Final,Australia,Austria,Combined,3,1.0
2016,Final,Australia,Bosnia & Herzegovina,Combined,3,1.0
2016,Final,Australia,North Macedonia,Combined,3,12.0
2016,Final,Australia,Azerbaijan,Combined,2,7.0
2016,Final,Australia,Czech Republic,Combined,1,7.0
2016,Final,Australia,Georgia,Combined,1,7.0
2016,Final,Australia,Switzerland,Combined,1,6.0
2016,Final,Australia,Belarus,Combined,1,5.0
2016,Final,Cyprus,Greece,Combined,12,4.0
2016,Final,Cyprus,Russia,Combined,7,4.0
2016,Final,Cyprus,Bulgaria,Combined,7,4.0
2016,Final,Cyprus,Armenia,Combined,6,3.0
2016,Final,Cyprus,Italy,Combined,6,3.0
2016,Final,Cyprus,Hungary,Combined,5,2.0
2016,Final,Cyprus,Serbia,Combined,3,2.0
2016,Final,Cyprus,Estonia,Combined,3,1.0
2016,Final,Cyprus,United Kingdom,Combined,2,1.0
2016,Final,Cyprus,Poland,Combined,1,1.0
2016,Final,Cyprus,Finland,Combined,1,6.0
2016,Final,Serbia,Switzerland,Combined,12,5.0
2016,Final,Serbia,Slovenia,Combined,12,1.0
2016,Final,Serbia,Bosnia & Herzegovina,Combined,12,12.0
2016,Final,Serbia,Croatia,Combined,12,12.0
2016,Final,Serbia,North Macedonia,Combined,12,12.0
2016,Final,Serbia,Montenegro,Combined,12,12.0
2016,Final,Serbia,Italy,Combined,4,12.0
2016,Final,Serbia,Austria,Combined,4,12.0
2016,Final,Lithuania,Norway,Combined,12,10.0
2016,Final,Lithuania,Ireland,Combined,12,10.0
2016,Final,Lithuania,United Kingdom,Combined,12,10.0
2016,Final,Lithuania,San Marino,Combined,8,10.0
2016,Final,Lithuania,Latvia,Combined,8,10.0
2016,Final,Lithuania,Sweden,Combined,6,10.0
2016,Final,Lithuania,Denmark,Combined,6,10.0
2016,Final,Lithuania,Estonia,Combined,5,8.0
2016,Final,Lithuania,Georgia,Combined,5,8.0
2016,Final,Lithuania,Albania,Combined,4,8.0
2016,Final,Lithuania,Iceland,Combined,4,8.0
2016,Final,Lithuania,Cyprus,Combined,3,7.0
2016,Final,Lithuania,Ukraine,Combined,3,7.0
2016,Final,Lithuania,Moldova,Combined,3,7.0
2016,Final,Lithuania,Italy,Combined,2,7.0
2016,Final,Lithuania,Montenegro,Combined,2,7.0
2016,Final,Lithuania,Australia,Combined,1,7.0
2016,Final,Croatia,Bosnia & Herzegovina,Combined,10,7.0
2016,Final,Croatia,Slovenia,Combined,8,5.0
2016,Final,Croatia,Montenegro,Combined,6,5.0
2016,Final,Croatia,North Macedonia,Combined,5,4.0
2016,Final,Croatia,Serbia,Combined,4,3.0
2016,Final,Russia,Germany,Combined,12,3.0
2016,Final,Russia,Ukraine,Combined,12,2.0
2016,Final,Russia,Belarus,Combined,12,1.0
2016,Final,Russia,Estonia,Combined,12,1.0
2016,Final,Russia,Bulgaria,Combined,12,12.0
2016,Final,Russia,Moldova,Combined,12,12.0
2016,Final,Russia,Latvia,Combined,12,12.0
2016,Final,Russia,Armenia,Combined,12,12.0
2016,Final,Russia,Serbia,Combined,12,12.0
2016,Final,Russia,Azerbaijan,Combined,12,12.0
2016,Final,Russia,San Marino,Combined,10,12.0
2016,Final,Russia,Slovenia,Combined,10,12.0
2016,Final,Russia,Cyprus,Combined,10,12.0
2016,Final,Russia,Hungary,Combined,10,12.0
2016,Final,Russia,Czech Republic,Combined,10,10.0
2016,Final,Russia,Israel,Combined,10,10.0
2016,Final,Russia,Greece,Combined,10,10.0
2016,Final,Russia,Malta,Combined,10,8.0
2016,Final,Russia,Montenegro,Combined,10,8.0
2016,Final,Russia,Austria,Combined,8,8.0
2016,Final,Russia,Croatia,Combined,8,8.0
2016,Final,Russia,Italy,Combined,8,7.0
2016,Final,Russia,North Macedonia,Combined,8,7.0
2016,Final,Russia,Ireland,Combined,8,6.0
2016,Final,Russia,Sweden,Combined,8,6.0
2016,Final,Russia,Lithuania,Combined,8,6.0
2016,Final,Russia,Spain,Combined,8,5.0
2016,Final,Russia,Georgia,Combined,8,5.0
2016,Final,Russia,Poland,Combined,8,4.0
2016,Final,Russia,Finland,Combined,8,2.0
2016,Final,Russia,Albania,Combined,7,2.0
2016,Final,Russia,Iceland,Combined,7,2.0
2016,Final,Russia,United Kingdom,Combined,7,2.0
2016,Final,Russia,Bosnia & Herzegovina,Combined,6,2.0
2016,Final,Russia,Switzerland,Combined,6,2.0
2016,Final,Russia,Belgium,Combined,6,1.0
2016,Final,Russia,France,Combined,6,10.0
2016,Final,Russia,Norway,Combined,6,10.0
2016,Final,Russia,Australia,Combined,5,6.0
2016,Final,Russia,Denmark,Combined,4,4.0
2016,Final,Russia,Netherlands,Combined,3,4.0
2016,Final,Spain,United Kingdom,Combined,4,4.0
2016,Final,Spain,Switzerland,Combined,2,4.0
2016,Final,Spain,Australia,Combined,2,3.0
2016,Final,Spain,France,Combined,1,1.0
2016,Final,Spain,Sweden,Combined,1,12.0
2016,Final,Latvia,Lithuania,Combined,12,8.0
2016,Final,Latvia,Estonia,Combined,7,8.0
2016,Final,Latvia,Ireland,Combined,7,7.0
2016,Final,Latvia,Georgia,Combined,6,7.0
2016,Final,Latvia,San Marino,Combined,6,6.0
2016,Final,Latvia,Poland,Combined,5,6.0
2016,Final,Latvia,Ukraine,Combined,5,5.0
2016,Final,Latvia,Belarus,Combined,5,5.0
2016,Final,Latvia,Norway,Combined,3,5.0
2016,Final,Latvia,United Kingdom,Combined,3,3.0
2016,Final,Latvia,Finland,Combined,2,2.0
2016,Final,Latvia,Russia,Combined,1,1.0
2016,Final,Latvia,Moldova,Combined,1,1.0
2016,Final,Ukraine,Poland,Combined,12,1.0
2016,Final,Ukraine,Finland,Combined,12,12.0
2016,Final,Ukraine,San Marino,Combined,12,12.0
2016,Final,Ukraine,Italy,Combined,12,12.0
2016,Final,Ukraine,Hungary,Combined,12,12.0
2016,Final,Ukraine,Czech Republic,Combined,12,12.0
2016,Final,Ukraine,Russia,Combined,10,12.0
2016,Final,Ukraine,Azerbaijan,Combined,10,10.0
2016,Final,Ukraine,Austria,Combined,10,8.0
2016,Final,Ukraine,Croatia,Combined,10,8.0
2016,Final,Ukraine,Belarus,Combined,10,8.0
2016,Final,Ukraine,Bulgaria,Combined,10,8.0
2016,Final,Ukraine,Moldova,Combined,10,8.0
2016,Final,Ukraine,France,Combined,10,8.0
2016,Final,Ukraine,Latvia,Combined,10,7.0
2016,Final,Ukraine,Armenia,Combined,10,7.0
2016,Final,Ukraine,Lithuania,Combined,10,7.0
2016,Final,Ukraine,Georgia,Combined,10,7.0
2016,Final,Ukraine,Montenegro,Combined,8,7.0
2016,Final,Ukraine,Australia,Combined,8,7.0
2016,Final,Ukraine,Estonia,Combined,8,6.0
2016,Final,Ukraine,Israel,Combined,8,6.0
2016,Final,Ukraine,Slovenia,Combined,7,6.0
2016,Final,Ukraine,Bosnia & Herzegovina,Combined,7,6.0
2016,Final,Ukraine,Cyprus,Combined,7,6.0
2016,Final,Ukraine,Netherlands,Combined,7,6.0
2016,Final,Ukraine,Sweden,Combined,7,6.0
2016,Final,Ukraine,Spain,Combined,7,6.0
2016,Final,Ukraine,Serbia,Combined,7,5.0
2016,Final,Ukraine,Germany,Combined,6,5.0
2016,Final,Ukraine,Albania,Combined,6,3.0
2016,Final,Ukraine,North Macedonia,Combined,6,3.0
2016,Final,Ukraine,Greece,Combined,6,1.0
2016,Final,Ukraine,United Kingdom,Combined,5,12.0
2016,Final,Ukraine,Norway,Combined,4,10.0
2016,Final,Ukraine,Switzerland,Combined,4,8.0
2016,Final,Ukraine,Ireland,Combined,4,6.0
2016,Final,Ukraine,Malta,Combined,4,4.0
2016,Final,Ukraine,Denmark,Combined,3,4.0
2016,Final,Ukraine,Belgium,Combined,2,3.0
2016,Final,Malta,Australia,Combined,6,3.0
2016,Final,Malta,Azerbaijan,Combined,5,7.0
2016,Final,Malta,Armenia,Combined,5,7.0
2016,Final,Georgia,Armenia,Combined,8,6.0
2016,Final,Georgia,Ukraine,Combined,6,5.0
2016,Final,Georgia,Lithuania,Combined,4,5.0
2016,Final,Georgia,Italy,Combined,3,4.0
2016,Final,Georgia,Latvia,Combined,2,4.0
2016,Final,Georgia,Azerbaijan,Combined,1,1.0
2016,Final,Austria,Switzerland,Combined,10,1.0
2016,Final,Austria,Russia,Combined,8,2.0
2016,Final,Austria,France,Combined,8,2.0
2016,Final,Austria,Germany,Combined,7,2.0
2016,Final,Austria,Slovenia,Combined,6,1.0
2016,Final,Austria,Croatia,Combined,6,1.0
2016,Final,Austria,Estonia,Combined,6,10.0
2016,Final,Austria,Hungary,Combined,6,8.0
2016,Final,Austria,Netherlands,Combined,6,6.0
2016,Final,Austria,Finland,Combined,6,6.0
2016,Final,Austria,Bosnia & Herzegovina,Combined,5,5.0
2016,Final,Austria,Sweden,Combined,5,4.0
2016,Final,Austria,Moldova,Combined,4,3.0
2016,Final,Austria,Czech Republic,Combined,4,2.0
2016,Final,Austria,Armenia,Combined,4,2.0
2016,Final,Austria,Latvia,Combined,4,8.0
2016,Final,Austria,Poland,Combined,4,6.0
2016,Final,Austria,Bulgaria,Combined,4,5.0
2016,Final,Austria,Australia,Combined,3,5.0
2016,Final,Austria,Belgium,Combined,3,2.0
2016,Final,Austria,Israel,Combined,3,1.0
2016,Final,Austria,Iceland,Combined,2,1.0
2016,Final,Austria,Spain,Combined,2,8.0
2016,Final,Austria,Denmark,Combined,1,7.0
2016,Final,Austria,Lithuania,Combined,1,1.0
2016,Final,Austria,Greece,Combined,1,1.0
2016,Final,Austria,Ireland,Combined,1,1.0
2016,Final,United Kingdom,Australia,Combined,4,12.0
2016,Final,United Kingdom,Ireland,Combined,3,10.0
2016,Final,United Kingdom,Malta,Combined,1,10.0
2016,Final,Armenia,Russia,Combined,12,10.0
2016,Final,Armenia,France,Combined,12,10.0
2016,Final,Armenia,Georgia,Combined,12,8.0
2016,Final,Armenia,Bulgaria,Combined,8,8.0
2016,Final,Armenia,Cyprus,Combined,8,8.0
2016,Final,Armenia,Netherlands,Combined,8,8.0
2016,Final,Armenia,Czech Republic,Combined,8,7.0
2016,Final,Armenia,Greece,Combined,8,7.0
2016,Final,Armenia,Ukraine,Combined,7,7.0
2016,Final,Armenia,Belarus,Combined,7,7.0
2016,Final,Armenia,Belgium,Combined,7,7.0
2016,Final,Armenia,Moldova,Combined,7,6.0
2016,Final,Armenia,North Macedonia,Combined,7,6.0
2016,Final,Armenia,Spain,Combined,6,6.0
2016,Final,Armenia,Israel,Combined,6,6.0
2016,Final,Armenia,Poland,Combined,2,5.0
2016,Final,Armenia,Albania,Combined,2,5.0
2016,Final,Armenia,Germany,Combined,2,5.0
2016,Final,Armenia,Serbia,Combined,2,5.0
2016,Final,Armenia,San Marino,Combined,2,5.0
2016,Final,Armenia,Italy,Combined,1,5.0
2017,Semi-Final,Sweden,Albania,Combined,10,4.0
2017,Semi-Final,Sweden,Portugal,Combined,10,4.0
2017,Semi-Final,Sweden,Iceland,Combined,10,4.0
2017,Semi-Final,Sweden,Australia,Combined,8,4.0
2017,Semi-Final,Sweden,Finland,Combined,7,4.0
2017,Semi-Final,Sweden,Latvia,Combined,7,3.0
2017,Semi-Final,Sweden,Spain,Combined,6,2.0
2017,Semi-Final,Sweden,Azerbaijan,Combined,6,2.0
2017,Semi-Final,Sweden,Belgium,Combined,5,2.0
2017,Semi-Final,Sweden,Cyprus,Combined,5,10.0
2017,Semi-Final,Sweden,Slovenia,Combined,5,8.0
2017,Semi-Final,Sweden,Poland,Combined,5,6.0
2017,Semi-Final,Sweden,Armenia,Combined,4,5.0
2017,Semi-Final,Sweden,Georgia,Combined,4,5.0
2017,Semi-Final,Sweden,Greece,Combined,3,4.0
2017,Semi-Final,Sweden,Montenegro,Combined,3,4.0
2017,Semi-Final,Sweden,Czech Republic,Combined,2,3.0
2017,Semi-Final,Sweden,United Kingdom,Combined,1,3.0
2017,Semi-Final,Sweden,Moldova,Combined,1,3.0
2017,Semi-Final,Sweden,Italy,Combined,1,3.0
2017,Semi-Final,Georgia,Azerbaijan,Combined,12,3.0
2017,Semi-Final,Georgia,Armenia,Combined,8,2.0
2017,Semi-Final,Georgia,Greece,Combined,6,2.0
2017,Semi-Final,Georgia,Portugal,Combined,6,2.0
2017,Semi-Final,Georgia,Moldova,Combined,2,2.0
2017,Semi-Final,Georgia,Italy,Combined,2,1.0
2017,Semi-Final,Georgia,Cyprus,Combined,1,1.0
2017,Semi-Final,Australia,Iceland,Combined,6,12.0
2017,Semi-Final,Australia,Slovenia,Combined,3,12.0
2017,Semi-Final,Australia,Armenia,Combined,3,12.0
2017,Semi-Final,Australia,Cyprus,Combined,2,12.0
2017,Semi-Final,Australia,Sweden,Combined,2,12.0
2017,Semi-Final,Australia,Azerbaijan,Combined,2,12.0
2017,Semi-Final,Australia,Albania,Combined,1,10.0
2017,Semi-Final,Australia,Montenegro,Combined,1,10.0
2017,Semi-Final,Australia,Belgium,Combined,1,8.0
2017,Semi-Final,Albania,Montenegro,Combined,12,8.0
2017,Semi-Final,Albania,Moldova,Combined,10,8.0
2017,Semi-Final,Albania,Italy,Combined,7,8.0
2017,Semi-Final,Albania,Greece,Combined,5,8.0
2017,Semi-Final,Albania,Azerbaijan,Combined,3,8.0
2017,Semi-Final,Albania,Slovenia,Combined,1,7.0
2017,Semi-Final,Belgium,Sweden,Combined,10,7.0
2017,Semi-Final,Belgium,Finland,Combined,10,7.0
2017,Semi-Final,Belgium,Latvia,Combined,10,7.0
2017,Semi-Final,Belgium,Portugal,Combined,8,6.0
2017,Semi-Final,Belgium,Slovenia,Combined,8,6.0
2017,Semi-Final,Belgium,Poland,Combined,8,5.0
2017,Semi-Final,Belgium,Spain,Combined,8,5.0
2017,Semi-Final,Belgium,Albania,Combined,8,5.0
2017,Semi-Final,Belgium,Iceland,Combined,7,5.0
2017,Semi-Final,Belgium,Azerbaijan,Combined,7,4.0
2017,Semi-Final,Belgium,Armenia,Combined,6,3.0
2017,Semi-Final,Belgium,Italy,Combined,6,3.0
2017,Semi-Final,Belgium,Czech Republic,Combined,6,3.0
2017,Semi-Final,Belgium,Georgia,Combined,5,2.0
2017,Semi-Final,Belgium,Greece,Combined,4,2.0
2017,Semi-Final,Belgium,Australia,Combined,4,1.0
2017,Semi-Final,Belgium,United Kingdom,Combined,4,1.0
2017,Semi-Final,Belgium,Cyprus,Combined,4,12.0
2017,Semi-Final,Belgium,Montenegro,Combined,2,7.0
2017,Semi-Final,Montenegro,Moldova,Combined,8,4.0
2017,Semi-Final,Montenegro,Australia,Combined,7,4.0
2017,Semi-Final,Montenegro,Slovenia,Combined,6,3.0
2017,Semi-Final,Montenegro,Italy,Combined,5,2.0
2017,Semi-Final,Montenegro,Azerbaijan,Combined,5,2.0
2017,Semi-Final,Montenegro,Finland,Combined,3,1.0
2017,Semi-Final,Montenegro,Iceland,Combined,2,10.0
2017,Semi-Final,Montenegro,Spain,Combined,1,10.0
2017,Semi-Final,Montenegro,Sweden,Combined,1,10.0
2017,Semi-Final,Montenegro,Armenia,Combined,1,10.0
2017,Semi-Final,Finland,Sweden,Combined,8,10.0
2017,Semi-Final,Finland,Portugal,Combined,7,10.0
2017,Semi-Final,Finland,Latvia,Combined,5,8.0
2017,Semi-Final,Finland,Albania,Combined,5,7.0
2017,Semi-Final,Finland,Spain,Combined,5,7.0
2017,Semi-Final,Finland,Poland,Combined,4,6.0
2017,Semi-Final,Finland,Iceland,Combined,3,6.0
2017,Semi-Final,Finland,Czech Republic,Combined,3,6.0
2017,Semi-Final,Finland,United Kingdom,Combined,3,5.0
2017,Semi-Final,Finland,Belgium,Combined,3,5.0
2017,Semi-Final,Finland,Slovenia,Combined,2,5.0
2017,Semi-Final,Finland,Australia,Combined,2,5.0
2017,Semi-Final,Finland,Greece,Combined,1,4.0
2017,Semi-Final,Azerbaijan,Moldova,Combined,12,4.0
2017,Semi-Final,Azerbaijan,Czech Republic,Combined,12,3.0
2017,Semi-Final,Azerbaijan,Georgia,Combined,12,3.0
2017,Semi-Final,Azerbaijan,Cyprus,Combined,10,3.0
2017,Semi-Final,Azerbaijan,Slovenia,Combined,7,3.0
2017,Semi-Final,Azerbaijan,Montenegro,Combined,6,3.0
2017,Semi-Final,Azerbaijan,Latvia,Combined,2,3.0
2017,Semi-Final,Azerbaijan,Australia,Combined,1,2.0
2017,Semi-Final,Azerbaijan,Portugal,Combined,1,2.0
2017,Semi-Final,Portugal,Sweden,Combined,12,1.0
2017,Semi-Final,Portugal,Finland,Combined,12,1.0
2017,Semi-Final,Portugal,Slovenia,Combined,12,12.0
2017,Semi-Final,Portugal,Latvia,Combined,12,12.0
2017,Semi-Final,Portugal,Poland,Combined,12,10.0
2017,Semi-Final,Portugal,Iceland,Combined,12,10.0
2017,Semi-Final,Portugal,Spain,Combined,12,10.0
2017,Semi-Final,Portugal,Albania,Combined,12,10.0
2017,Semi-Final,Portugal,Belgium,Combined,12,10.0
2017,Semi-Final,Portugal,Greece,Combined,10,10.0
2017,Semi-Final,Portugal,Australia,Combined,10,8.0
2017,Semi-Final,Portugal,Italy,Combined,10,7.0
2017,Semi-Final,Portugal,United Kingdom,Combined,10,7.0
2017,Semi-Final,Portugal,Georgia,Combined,8,6.0
2017,Semi-Final,Portugal,Azerbaijan,Combined,8,6.0
2017,Semi-Final,Portugal,Czech Republic,Combined,7,5.0
2017,Semi-Final,Portugal,Armenia,Combined,7,4.0
2017,Semi-Final,Portugal,Montenegro,Combined,7,4.0
2017,Semi-Final,Portugal,Cyprus,Combined,6,4.0
2017,Semi-Final,Portugal,Moldova,Combined,6,4.0
2017,Semi-Final,Greece,Cyprus,Combined,12,4.0
2017,Semi-Final,Greece,Belgium,Combined,6,2.0
2017,Semi-Final,Greece,Albania,Combined,6,2.0
2017,Semi-Final,Greece,United Kingdom,Combined,5,2.0
2017,Semi-Final,Greece,Portugal,Combined,5,2.0
2017,Semi-Final,Greece,Armenia,Combined,5,2.0
2017,Semi-Final,Greece,Italy,Combined,4,1.0
2017,Semi-Final,Greece,Montenegro,Combined,4,12.0
2017,Semi-Final,Greece,Australia,Combined,3,10.0
2017,Semi-Final,Greece,Poland,Combined,2,10.0
2017,Semi-Final,Greece,Georgia,Combined,2,8.0
2017,Semi-Final,Poland,United Kingdom,Combined,12,4.0
2017,Semi-Final,Poland,Italy,Combined,8,3.0
2017,Semi-Final,Poland,Czech Republic,Combined,8,3.0
2017,Semi-Final,Poland,Belgium,Combined,8,1.0
2017,Semi-Final,Poland,Sweden,Combined,6,1.0
2017,Semi-Final,Poland,Iceland,Combined,5,1.0
2017,Semi-Final,Poland,Moldova,Combined,3,1.0
2017,Semi-Final,Poland,Spain,Combined,3,8.0
2017,Semi-Final,Poland,Georgia,Combined,3,7.0
2017,Semi-Final,Poland,Cyprus,Combined,3,12.0
2017,Semi-Final,Poland,Latvia,Combined,3,2.0
2017,Semi-Final,Poland,Albania,Combined,2,8.0
2017,Semi-Final,Poland,Armenia,Combined,2,8.0
2017,Semi-Final,Poland,Greece,Combined,2,7.0
2017,Semi-Final,Poland,Azerbaijan,Combined,1,6.0
2017,Semi-Final,Moldova,Portugal,Combined,12,6.0
2017,Semi-Final,Moldova,Australia,Combined,12,5.0
2017,Semi-Final,Moldova,Italy,Combined,12,5.0
2017,Semi-Final,Moldova,Montenegro,Combined,10,5.0
2017,Semi-Final,Moldova,Slovenia,Combined,10,5.0
2017,Semi-Final,Moldova,Poland,Combined,10,2.0
2017,Semi-Final,Moldova,Spain,Combined,10,2.0
2017,Semi-Final,Moldova,Azerbaijan,Combined,10,1.0
2017,Semi-Final,Moldova,Belgium,Combined,10,10.0
2017,Semi-Final,Moldova,Czech Republic,Combined,10,8.0
2017,Semi-Final,Moldova,Armenia,Combined,10,8.0
2017,Semi-Final,Moldova,Finland,Combined,8,8.0
2017,Semi-Final,Moldova,Latvia,Combined,8,7.0
2017,Semi-Final,Moldova,Iceland,Combined,8,7.0
2017,Semi-Final,Moldova,United Kingdom,Combined,8,7.0
2017,Semi-Final,Moldova,Greece,Combined,7,7.0
2017,Semi-Final,Moldova,Albania,Combined,7,5.0
2017,Semi-Final,Moldova,Cyprus,Combined,7,5.0
2017,Semi-Final,Moldova,Georgia,Combined,6,5.0
2017,Semi-Final,Moldova,Sweden,Combined,5,5.0
2017,Semi-Final,Iceland,Spain,Combined,7,3.0
2017,Semi-Final,Iceland,Sweden,Combined,7,3.0
2017,Semi-Final,Iceland,Finland,Combined,5,3.0
2017,Semi-Final,Iceland,Latvia,Combined,4,2.0
2017,Semi-Final,Iceland,Albania,Combined,4,12.0
2017,Semi-Final,Iceland,United Kingdom,Combined,2,10.0
2017,Semi-Final,Iceland,Poland,Combined,1,8.0
